Experiment_ID,Cell_Line,Cell_Type,Synthesis_Method,Surface_Coating,Core_Size_nm,Zeta_Potential_mV,Concentration,Exposure_Time,Cell_Viability,ROS,LDH,Apoptosis,Hemolysis,Comet_Tail_Moment,Selectivity_Index,Toxicity_Score,IC50,Risk_Level,ISO_10993_Status
EXP-ZNO-009267,HEK293,Normal,Green_Synthesis,Bare_ZnO,79.0,-12.6,33.83,72,64.84,27.13,17.17,18.19,1.19,4.08,1.0,16.42,51.06,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009268,PBMCs,Normal,Chemical_Precipitation,PEG_Coated,58.4,2.9,38.02,24,73.61,9.77,11.58,18.45,0.1,3.13,1.0,16.86,69.37,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009269,Jurkat,Cancer,Hydrothermal,PEG_Coated,35.3,32.8,51.37,6,57.62,17.57,16.03,43.84,0.69,4.94,1.05,37.76,62.09,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009270,Caco-2,Normal,Chemical_Precipitation,PEG_Coated,16.5,-3.5,20.3,6,93.13,3.44,7.55,3.53,0.1,1.86,1.0,5.51,97.15,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009271,MCF-7,Cancer,Chemical_Precipitation,Silica_Coated,46.0,-16.6,165.64,6,10.6,62.21,51.16,83.59,4.83,18.0,1.24,95.13,52.31,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009272,HepG2,Cancer,Chemical_Precipitation,Bare_ZnO,29.8,-2.6,135.34,24,10.07,90.02,83.43,73.74,10.09,18.0,1.68,91.67,38.64,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009273,Jurkat,Cancer,Hydrothermal,Chitosan_Coated,24.5,4.8,143.59,6,19.71,38.16,41.99,76.31,2.45,13.99,1.13,74.3,57.31,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009274,HEK293,Normal,Green_Synthesis,Silica_Coated,16.1,-24.7,37.25,48,65.67,6.86,8.07,15.63,0.36,3.89,1.0,12.51,58.84,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009275,NIH-3T3,Normal,Sol-Gel,Silica_Coated,27.3,-15.0,10.49,48,88.5,4.5,4.39,3.91,0.1,2.44,1.0,5.71,51.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009276,Caco-2,Normal,Green_Synthesis,Chitosan_Coated,94.1,-10.3,6.76,12,98.11,0.0,1.77,0.71,0.1,1.23,1.0,0.85,95.59,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009277,Jurkat,Cancer,Hydrothermal,Chitosan_Coated,58.0,8.4,34.08,12,62.53,18.68,20.55,36.05,0.4,4.11,1.45,35.04,44.97,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009278,HEK293,Normal,Sol-Gel,Chitosan_Coated,36.0,-21.1,17.51,24,94.11,3.84,2.69,5.28,0.34,2.09,1.0,3.73,72.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009279,NIH-3T3,Normal,Chemical_Precipitation,Bare_ZnO,57.6,25.5,34.21,72,62.77,29.15,20.38,23.0,1.34,4.68,1.0,24.71,40.71,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009280,HCT-116,Cancer,Chemical_Precipitation,Bare_ZnO,91.2,25.8,67.5,12,32.22,81.59,74.97,63.94,3.53,10.87,1.73,92.68,37.52,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009281,A549,Cancer,Chemical_Precipitation,PEG_Coated,42.0,33.0,11.93,48,84.96,5.01,6.98,14.81,0.15,2.77,1.82,13.61,35.66,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009282,HepG2,Cancer,Green_Synthesis,Chitosan_Coated,28.8,25.2,4.08,12,100.0,2.55,0.0,2.55,0.1,1.56,0.81,0.61,80.3,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009283,HeLa,Cancer,Hydrothermal,PEG_Coated,86.0,24.2,5.3,24,94.97,2.06,0.0,3.16,0.48,1.0,1.06,2.89,61.43,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009284,HeLa,Cancer,Green_Synthesis,PEG_Coated,88.4,-32.5,24.23,48,84.88,8.88,4.22,11.25,0.21,2.83,1.13,7.77,57.37,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009285,HCT-116,Cancer,Green_Synthesis,Chitosan_Coated,81.9,-28.0,41.19,6,76.25,6.87,8.74,17.16,0.1,2.14,0.83,14.72,77.98,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009286,NIH-3T3,Normal,Chemical_Precipitation,Bare_ZnO,79.0,11.2,99.24,72,16.75,65.76,54.83,53.32,5.71,13.93,1.0,56.97,40.71,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009287,MCF-7,Cancer,Hydrothermal,PEG_Coated,52.5,23.1,22.71,48,70.75,5.72,12.2,28.28,1.13,3.91,1.73,22.65,37.48,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009288,MCF-7,Cancer,Green_Synthesis,Chitosan_Coated,93.4,-20.9,104.66,12,33.11,28.44,26.9,41.35,1.28,8.53,0.97,41.33,66.91,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009289,HeLa,Cancer,Sol-Gel,Silica_Coated,31.1,5.5,30.01,72,51.73,29.89,22.92,29.93,0.58,5.17,2.12,34.19,30.64,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009290,HepG2,Cancer,Hydrothermal,Chitosan_Coated,71.0,27.5,11.48,72,88.35,5.73,5.37,9.83,0.1,1.53,1.8,8.17,36.03,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009291,L929,Normal,Chemical_Precipitation,Bare_ZnO,92.7,31.1,28.74,24,74.48,18.65,16.32,14.9,0.59,2.27,1.0,15.85,62.56,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009292,HEK293,Normal,Chemical_Precipitation,PEG_Coated,28.1,-2.1,16.0,12,92.94,3.68,6.52,5.33,0.15,1.0,1.0,5.09,91.46,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009293,HepG2,Cancer,Sol-Gel,Bare_ZnO,82.8,4.8,4.37,72,87.26,18.48,7.35,9.92,0.68,1.01,2.27,12.17,28.59,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009294,HCT-116,Cancer,Sol-Gel,Bare_ZnO,83.8,16.5,17.35,6,88.36,10.12,17.05,12.15,0.28,2.56,1.25,14.38,51.98,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009295,HeLa,Cancer,Hydrothermal,PEG_Coated,20.4,23.5,83.7,6,59.77,9.23,14.0,24.61,0.93,5.15,0.65,23.37,99.79,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009296,HEK293,Normal,Sol-Gel,PEG_Coated,58.8,-23.1,10.94,48,97.82,1.66,0.0,5.39,0.1,2.1,1.0,1.58,61.2,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009297,MCF-7,Cancer,Hydrothermal,Chitosan_Coated,27.6,-30.2,18.47,72,69.32,13.19,18.92,24.25,0.77,3.12,2.17,25.87,30.02,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009298,HCT-116,Cancer,Hydrothermal,PEG_Coated,23.3,-30.9,9.41,6,100.0,0.0,0.0,1.8,0.53,1.0,0.92,0.29,70.96,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009299,HCT-116,Cancer,Sol-Gel,PEG_Coated,88.0,13.9,2.12,48,95.44,0.0,1.21,2.8,0.1,1.2,1.99,3.28,32.64,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009300,HEK293,Normal,Sol-Gel,Chitosan_Coated,25.5,20.8,24.45,24,87.24,3.88,6.21,7.43,0.1,1.93,1.0,6.97,72.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009301,CHO,Normal,Chemical_Precipitation,Bare_ZnO,58.2,8.9,35.68,24,63.24,32.95,24.2,28.14,1.8,4.21,1.0,29.46,50.6,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009302,CHO,Normal,Green_Synthesis,Chitosan_Coated,46.7,19.6,28.66,72,71.07,3.96,4.67,14.47,0.27,3.19,1.0,10.79,56.16,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009303,A549,Cancer,Green_Synthesis,PEG_Coated,15.5,4.9,2.76,12,99.03,0.5,0.0,7.03,0.48,1.67,0.83,1.16,78.7,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009304,CHO,Normal,Hydrothermal,PEG_Coated,63.1,-12.9,18.37,72,84.91,4.08,0.68,11.68,0.1,1.96,1.0,7.6,51.11,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009305,Jurkat,Cancer,Chemical_Precipitation,Chitosan_Coated,26.8,19.5,22.66,48,49.53,26.88,29.54,51.15,1.05,4.9,2.68,56.04,24.25,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009306,Primary_HDF,Normal,Green_Synthesis,PEG_Coated,87.7,25.3,12.04,6,93.24,0.63,0.0,4.32,0.1,1.4,1.0,1.9,190.07,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009307,NIH-3T3,Normal,Green_Synthesis,Chitosan_Coated,92.1,11.1,31.87,6,91.39,0.0,6.88,9.36,1.08,1.0,1.0,3.57,158.39,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009308,MCF-7,Cancer,Sol-Gel,Bare_ZnO,36.3,7.2,25.32,6,83.2,17.92,14.53,13.26,0.68,4.06,1.14,18.4,56.86,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009309,HepG2,Cancer,Green_Synthesis,PEG_Coated,64.8,20.2,17.21,6,97.05,0.0,0.0,0.0,0.41,2.56,0.59,1.08,110.87,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009310,NIH-3T3,Normal,Green_Synthesis,PEG_Coated,94.3,29.0,11.08,6,100.0,0.0,1.88,0.0,0.23,1.36,1.0,0.18,171.59,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009311,NIH-3T3,Normal,Hydrothermal,PEG_Coated,29.3,18.3,1.47,6,100.0,0.0,0.0,1.26,0.33,1.0,1.0,0.12,144.13,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009312,L929,Normal,Sol-Gel,Silica_Coated,52.5,-26.5,0.53,72,94.99,3.14,3.85,1.44,0.13,1.0,1.0,2.71,46.29,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009313,PBMCs,Normal,Chemical_Precipitation,Chitosan_Coated,62.0,10.2,11.42,48,88.09,1.89,2.77,7.92,0.16,1.5,1.0,6.74,50.24,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009314,HCT-116,Cancer,Chemical_Precipitation,Silica_Coated,56.3,19.3,85.03,6,35.21,49.31,41.77,68.98,2.0,10.24,1.36,74.9,47.83,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009315,Caco-2,Normal,Chemical_Precipitation,Chitosan_Coated,25.5,14.6,53.26,12,67.26,12.51,14.46,21.92,0.24,3.82,1.0,22.59,70.36,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009316,HepG2,Cancer,Green_Synthesis,PEG_Coated,22.8,4.6,11.14,48,88.87,0.0,5.95,5.87,0.13,2.29,1.21,5.12,53.55,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009317,MCF-7,Cancer,Green_Synthesis,Bare_ZnO,26.4,-31.6,43.44,12,61.99,38.18,25.62,25.12,0.71,4.09,1.17,29.22,55.76,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009318,HCT-116,Cancer,Sol-Gel,Silica_Coated,19.9,32.1,10.92,6,85.13,3.42,11.16,14.59,0.1,1.17,1.25,13.67,51.98,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009319,L929,Normal,Green_Synthesis,PEG_Coated,65.9,-20.3,21.23,24,88.24,3.43,0.0,3.71,0.17,1.13,1.0,3.58,110.5,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009320,Primary_HDF,Normal,Sol-Gel,PEG_Coated,88.6,-0.1,42.68,48,69.53,7.02,8.95,15.05,0.49,3.67,1.0,12.61,73.44,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009321,NIH-3T3,Normal,Hydrothermal,PEG_Coated,31.5,-29.4,25.75,6,95.33,5.95,0.0,0.0,0.25,1.2,1.0,2.52,144.13,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009322,Primary_HDF,Normal,Green_Synthesis,PEG_Coated,93.1,-0.4,6.59,12,100.0,2.36,0.48,2.88,0.11,1.15,1.0,0.44,149.12,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009323,MCF-7,Cancer,Chemical_Precipitation,Chitosan_Coated,51.8,-6.2,12.92,72,76.42,11.61,10.63,21.62,0.1,2.4,2.47,22.96,26.31,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009324,HCT-116,Cancer,Chemical_Precipitation,PEG_Coated,58.7,1.4,58.78,24,30.22,33.93,34.65,68.44,0.78,8.2,1.7,71.94,38.27,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009325,CHO,Normal,Sol-Gel,Bare_ZnO,63.4,8.8,24.52,48,66.17,28.62,21.83,24.0,0.87,2.94,1.0,24.04,43.15,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009326,A549,Cancer,Green_Synthesis,Bare_ZnO,86.0,11.6,11.05,72,85.42,15.36,10.45,9.95,0.1,2.41,2.01,10.98,32.34,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009327,A549,Cancer,Chemical_Precipitation,Silica_Coated,91.2,23.6,72.82,72,12.39,62.71,53.66,80.71,3.85,18.0,2.73,90.38,23.8,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009328,Caco-2,Normal,Chemical_Precipitation,Bare_ZnO,85.5,28.7,4.26,72,98.58,1.83,2.15,0.0,0.3,1.72,1.0,1.42,31.32,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009329,NIH-3T3,Normal,Hydrothermal,Bare_ZnO,21.7,5.2,59.32,48,50.81,29.71,30.75,24.72,1.94,6.47,1.0,26.87,53.55,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009330,Caco-2,Normal,Green_Synthesis,PEG_Coated,69.7,-17.0,4.51,24,100.0,0.0,0.0,0.96,0.1,2.05,1.0,0.08,81.25,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009331,CHO,Normal,Chemical_Precipitation,Bare_ZnO,45.2,29.9,9.3,72,92.64,6.61,3.29,2.56,0.87,2.08,1.0,5.42,34.45,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009332,Caco-2,Normal,Green_Synthesis,Silica_Coated,86.8,-14.1,43.48,6,78.92,9.34,12.12,9.98,0.62,1.94,1.0,10.14,101.53,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009333,HepG2,Cancer,Hydrothermal,PEG_Coated,23.1,12.8,37.9,6,81.12,2.93,10.75,18.04,0.29,2.58,0.7,12.5,93.13,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009334,HEK293,Normal,Hydrothermal,Bare_ZnO,57.5,19.9,8.44,6,100.0,0.39,0.0,1.93,0.1,1.63,1.0,0.23,102.34,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009335,A549,Cancer,Sol-Gel,Chitosan_Coated,41.9,-16.7,45.97,12,58.43,23.01,25.36,36.43,1.25,3.92,1.12,37.06,58.12,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009336,PBMCs,Normal,Chemical_Precipitation,PEG_Coated,17.7,-21.7,21.73,72,77.31,4.74,5.6,14.94,0.33,3.7,1.0,13.09,47.22,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009337,Primary_HDF,Normal,Chemical_Precipitation,Silica_Coated,21.5,19.3,1.55,24,100.0,1.32,0.0,0.0,0.12,1.0,1.0,0.21,66.24,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009338,L929,Normal,Sol-Gel,Silica_Coated,54.6,8.7,60.0,72,41.02,27.82,19.82,30.2,1.65,7.36,1.0,28.7,46.29,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009339,L929,Normal,Hydrothermal,Silica_Coated,76.1,22.4,18.21,48,85.73,6.58,1.04,5.93,0.24,2.62,1.0,6.06,56.02,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009340,CHO,Normal,Sol-Gel,Bare_ZnO,78.3,-3.8,42.27,6,77.79,14.46,15.35,14.36,1.0,2.81,1.0,15.05,89.35,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009341,HCT-116,Cancer,Chemical_Precipitation,Silica_Coated,48.2,-0.2,30.23,48,45.57,41.15,35.91,56.22,1.78,7.21,2.81,62.79,23.1,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009342,L929,Normal,Chemical_Precipitation,Chitosan_Coated,93.2,-15.4,21.95,6,94.32,0.95,0.0,0.07,0.1,2.57,1.0,2.28,121.95,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009343,CHO,Normal,Hydrothermal,Silica_Coated,34.5,22.5,9.36,12,97.06,1.07,2.65,0.0,0.47,1.67,1.0,1.69,73.61,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009344,PBMCs,Normal,Chemical_Precipitation,Chitosan_Coated,77.3,-23.3,7.02,72,99.21,0.0,0.0,0.0,0.1,1.67,1.0,0.35,43.59,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009345,HEK293,Normal,Chemical_Precipitation,Bare_ZnO,35.5,16.2,29.67,12,85.02,11.24,9.9,11.22,0.1,2.37,1.0,10.85,70.36,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009346,HEK293,Normal,Green_Synthesis,Bare_ZnO,63.5,-10.4,63.62,24,52.39,22.96,26.35,20.55,1.73,4.46,1.0,20.53,75.0,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009347,HepG2,Cancer,Hydrothermal,Chitosan_Coated,54.6,29.3,27.11,48,65.54,14.42,12.69,22.54,0.52,3.15,1.57,22.54,41.52,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009348,HeLa,Cancer,Hydrothermal,PEG_Coated,25.8,-6.1,22.82,12,91.68,3.86,1.07,6.34,0.1,1.3,0.83,5.05,78.29,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009349,HeLa,Cancer,Sol-Gel,Bare_ZnO,19.9,-33.2,71.22,48,24.39,66.13,57.79,51.47,4.52,10.67,1.84,61.52,35.31,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009350,Jurkat,Cancer,Green_Synthesis,Silica_Coated,70.6,-20.8,43.67,72,23.92,44.96,36.93,55.38,2.33,10.59,2.73,55.22,23.83,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009351,Caco-2,Normal,Hydrothermal,Silica_Coated,28.8,-23.6,4.03,6,98.23,1.27,2.45,0.0,0.1,1.0,1.0,1.29,85.29,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009352,CHO,Normal,Green_Synthesis,Silica_Coated,58.3,-27.3,41.11,24,68.51,7.09,9.52,10.41,0.77,4.07,1.0,12.24,68.75,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009353,Jurkat,Cancer,Hydrothermal,PEG_Coated,84.3,16.0,94.26,72,11.15,34.35,34.72,77.94,3.68,18.0,2.5,77.24,26.02,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009354,Caco-2,Normal,Green_Synthesis,Chitosan_Coated,61.4,-16.0,53.45,48,58.21,15.07,9.25,20.97,0.6,4.68,1.0,18.07,58.84,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009355,HCT-116,Cancer,Sol-Gel,Silica_Coated,29.2,22.1,2.66,12,100.0,3.81,1.73,0.73,0.1,1.0,1.59,1.44,40.79,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009356,A549,Cancer,Green_Synthesis,Silica_Coated,57.2,-9.1,98.59,12,26.61,39.25,30.69,42.71,1.64,9.28,1.07,44.92,60.54,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009357,HeLa,Cancer,Hydrothermal,Chitosan_Coated,79.3,6.3,31.26,24,73.11,14.51,10.48,17.84,0.62,3.03,1.15,17.5,56.7,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009358,A549,Cancer,Green_Synthesis,PEG_Coated,46.7,-33.1,7.6,24,96.74,2.7,1.93,1.87,0.28,1.0,1.05,2.26,61.75,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009359,HEK293,Normal,Green_Synthesis,Chitosan_Coated,41.2,-10.0,63.49,24,64.42,11.43,12.42,10.01,0.17,3.92,1.0,13.5,90.0,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009360,Jurkat,Cancer,Sol-Gel,Silica_Coated,34.7,6.1,2.28,6,100.0,2.13,0.0,0.0,0.28,2.09,1.43,0.61,45.49,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009361,HepG2,Cancer,Green_Synthesis,Chitosan_Coated,54.8,-32.9,16.8,6,97.54,0.0,3.15,0.1,0.15,1.0,0.64,1.26,102.34,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009362,MCF-7,Cancer,Hydrothermal,Bare_ZnO,35.8,-22.6,0.99,72,100.0,0.0,0.0,0.0,0.1,1.09,2.6,0.01,25.02,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009363,PBMCs,Normal,Hydrothermal,PEG_Coated,38.6,-23.2,20.89,72,80.38,1.04,5.4,9.12,0.1,2.21,1.0,9.0,53.9,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009364,HeLa,Cancer,Chemical_Precipitation,PEG_Coated,43.4,-7.4,15.08,12,89.76,0.15,5.13,11.25,0.34,1.33,0.95,7.22,68.6,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009365,MCF-7,Cancer,Green_Synthesis,Silica_Coated,51.1,17.3,25.97,48,56.29,23.23,19.26,32.49,1.61,4.41,1.89,28.7,34.33,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009366,HeLa,Cancer,Chemical_Precipitation,PEG_Coated,52.8,30.2,34.94,48,55.68,14.23,14.86,34.03,0.37,4.6,1.54,31.3,42.23,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009367,A549,Cancer,Sol-Gel,Silica_Coated,65.1,10.0,3.78,24,100.0,5.5,1.45,0.0,0.1,1.0,1.71,1.59,38.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009368,PBMCs,Normal,Chemical_Precipitation,PEG_Coated,83.3,30.6,9.25,12,99.65,0.15,0.0,3.06,0.4,1.34,1.0,0.52,88.41,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009369,HEK293,Normal,Hydrothermal,Chitosan_Coated,23.5,-23.0,20.93,12,92.96,0.0,5.05,3.34,1.01,1.0,1.0,3.52,96.36,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009370,HCT-116,Cancer,Green_Synthesis,PEG_Coated,61.9,-6.2,23.15,6,86.51,4.52,6.84,10.0,0.1,2.42,0.77,8.79,84.47,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009371,A549,Cancer,Sol-Gel,Chitosan_Coated,91.9,-31.8,10.47,48,88.12,6.02,5.38,7.84,0.62,2.19,1.82,9.84,35.78,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009372,HeLa,Cancer,Green_Synthesis,PEG_Coated,58.5,25.5,25.08,6,94.99,0.0,0.65,0.0,0.1,2.52,0.55,1.77,118.79,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009373,L929,Normal,Green_Synthesis,PEG_Coated,47.0,-13.6,33.14,12,88.73,0.0,2.63,8.63,0.13,1.52,1.0,3.57,140.84,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009374,NIH-3T3,Normal,Green_Synthesis,Bare_ZnO,84.7,6.8,6.09,12,100.0,5.34,0.0,0.0,0.1,1.89,1.0,0.65,103.56,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009375,L929,Normal,Chemical_Precipitation,Chitosan_Coated,91.8,22.8,3.32,24,94.59,2.62,0.56,4.54,0.71,1.0,1.0,2.94,75.07,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009376,Primary_HDF,Normal,Green_Synthesis,PEG_Coated,89.1,27.6,15.23,6,92.11,0.48,3.5,7.01,0.2,1.36,1.0,2.57,190.07,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009377,HepG2,Cancer,Green_Synthesis,PEG_Coated,21.2,-27.1,16.7,6,93.85,0.73,0.0,6.65,0.1,1.99,0.59,2.83,110.87,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009378,HCT-116,Cancer,Chemical_Precipitation,Silica_Coated,40.6,16.7,18.08,6,88.43,9.33,5.97,12.4,0.36,3.68,1.36,13.22,47.83,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009379,Jurkat,Cancer,Chemical_Precipitation,PEG_Coated,79.1,17.6,64.04,72,14.86,36.89,35.3,89.74,1.96,16.67,2.85,89.33,22.8,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009380,HEK293,Normal,Green_Synthesis,Chitosan_Coated,81.4,-26.9,4.61,48,99.8,0.0,0.15,0.0,0.1,1.0,1.0,0.08,70.61,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009381,HCT-116,Cancer,Green_Synthesis,Chitosan_Coated,66.6,5.0,44.97,72,41.38,20.53,22.47,38.83,1.06,8.18,1.99,36.9,32.68,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-009382,NIH-3T3,Normal,Green_Synthesis,Bare_ZnO,76.1,-23.9,32.34,24,81.71,14.4,6.96,6.0,0.77,2.21,1.0,7.7,81.25,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009383,HCT-116,Cancer,Sol-Gel,PEG_Coated,48.9,26.9,48.57,12,54.43,15.82,22.72,37.64,0.1,5.11,1.23,40.11,53.02,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-009384,Jurkat,Cancer,Chemical_Precipitation,Silica_Coated,84.5,28.2,8.5,12,94.22,0.14,1.46,2.64,0.1,1.58,1.98,4.64,32.83,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009385,L929,Normal,Sol-Gel,Chitosan_Coated,40.2,-14.0,21.95,24,82.79,5.31,6.64,9.18,0.1,3.09,1.0,8.05,81.6,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009386,NIH-3T3,Normal,Hydrothermal,Silica_Coated,27.8,-21.4,12.3,12,98.14,0.0,0.0,0.19,0.1,1.46,1.0,0.66,86.99,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009387,L929,Normal,Chemical_Precipitation,Silica_Coated,85.7,-6.9,4.04,12,100.0,0.0,0.57,1.61,0.59,1.0,1.0,0.25,79.74,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-009388,PBMCs,Normal,Chemical_Precipitation,PEG_Coated,25.7,17.9,5.12,12,96.36,0.18,3.81,1.7,0.1,1.2,1.0,2.35,88.41,Low,ISO-Pass (Viable >=70%)
