Experiment_ID,Cell_Line,Concentration,Exposure_Time,ROS,LDH,Apoptosis,Cell_Viability,Toxicity_Score,IC50,Safe_Range
EXP-ZNO-03699,HeLa,184.44,24,72.72,73.52,63.72,7.16,81.55,45.0,0 - 20.25
EXP-ZNO-03700,Jurkat,107.79,72,100.0,90.05,77.17,10.57,116.74,20.42,0 - 9.19
EXP-ZNO-03701,Jurkat,79.51,12,95.53,83.8,73.07,16.73,109.55,38.24,0 - 17.21
EXP-ZNO-03702,Caco-2,72.26,48,63.05,55.6,54.92,19.86,65.8,39.23,0 - 17.65
EXP-ZNO-03703,HeLa,42.13,12,26.38,23.38,19.77,63.34,30.08,57.36,0 - 25.81
EXP-ZNO-03704,MCF-7,75.88,6,50.86,49.19,49.17,48.75,63.19,56.86,0 - 25.59
EXP-ZNO-03705,Jurkat,35.3,6,41.93,36.38,36.41,61.51,50.11,48.74,0 - 21.93
EXP-ZNO-03706,CHO,92.59,72,61.1,58.25,51.24,15.04,64.01,37.44,0 - 16.85
EXP-ZNO-03707,A549,57.1,12,51.72,51.96,44.42,43.61,63.6,48.43,0 - 21.79
EXP-ZNO-03708,HEK293,74.65,12,36.78,31.26,26.35,51.42,34.24,76.47,0 - 34.41
EXP-ZNO-03709,HEK293,129.99,12,47.44,43.36,40.0,30.43,48.26,76.47,0 - 34.41
EXP-ZNO-03710,MCF-7,72.65,72,87.18,74.57,75.12,16.39,102.12,23.83,0 - 10.72
EXP-ZNO-03711,PC12,2.51,24,5.37,0.0,0.0,99.66,1.43,40.0,0 - 18.0
EXP-ZNO-03712,PC12,164.06,6,83.5,86.84,71.07,12.51,96.75,64.98,0 - 29.24
EXP-ZNO-03713,MCF-7,118.96,12,86.79,75.63,72.73,15.89,102.08,44.61,0 - 20.07
EXP-ZNO-03714,A549,75.23,72,84.98,73.81,66.35,15.94,96.06,25.87,0 - 11.64
EXP-ZNO-03715,Jurkat,116.83,12,100.0,91.12,82.76,11.17,117.65,38.24,0 - 17.21
EXP-ZNO-03716,A549,182.97,48,91.57,86.74,74.85,7.37,106.64,29.81,0 - 13.42
EXP-ZNO-03717,CHO,171.02,12,61.69,49.55,51.98,19.35,61.1,70.1,0 - 31.55
EXP-ZNO-03718,A549,5.62,24,1.69,4.27,2.77,97.55,3.14,38.0,0 - 17.1
EXP-ZNO-03719,MCF-7,187.36,24,93.66,84.36,80.51,8.28,111.65,35.0,0 - 15.75
EXP-ZNO-03720,HEK293,102.81,48,62.47,54.99,52.16,18.65,58.86,47.08,0 - 21.18
EXP-ZNO-03721,NIH-3T3,14.79,12,5.98,1.49,0.0,92.03,4.32,82.85,0 - 37.28
EXP-ZNO-03722,HepG2,137.23,12,74.12,62.91,56.54,19.92,76.42,53.53,0 - 24.09
EXP-ZNO-03723,HepG2,55.53,12,52.86,42.01,41.37,43.24,54.03,53.53,0 - 24.09
EXP-ZNO-03724,HeLa,132.62,48,71.51,56.47,57.74,15.58,73.64,35.31,0 - 15.89
EXP-ZNO-03725,HEK293,52.87,24,32.36,31.04,26.18,56.6,31.24,60.0,0 - 27.0
EXP-ZNO-03726,Caco-2,150.72,48,72.88,70.68,61.26,5.47,77.55,39.23,0 - 17.65
EXP-ZNO-03727,MCF-7,79.72,24,74.43,67.09,60.57,24.02,90.03,35.0,0 - 15.75
EXP-ZNO-03728,HepG2,162.2,12,72.52,63.26,60.95,17.39,78.16,53.53,0 - 24.09
EXP-ZNO-03729,HeLa,69.73,12,48.57,46.07,39.14,39.15,52.92,57.36,0 - 25.81
EXP-ZNO-03730,Jurkat,20.31,6,12.02,17.75,17.05,81.73,21.79,48.74,0 - 21.93
EXP-ZNO-03731,PC12,64.4,6,45.63,42.52,42.21,51.82,52.81,64.98,0 - 29.24
EXP-ZNO-03732,HeLa,16.21,12,5.12,11.71,11.84,87.39,10.86,57.36,0 - 25.81
EXP-ZNO-03733,A549,19.02,12,25.06,20.24,13.78,81.5,23.24,48.43,0 - 21.79
EXP-ZNO-03734,PC12,172.94,24,84.81,75.01,70.0,11.22,95.57,40.0,0 - 18.0
EXP-ZNO-03735,Jurkat,112.12,72,100.0,91.06,84.94,5.39,121.82,20.42,0 - 9.19
EXP-ZNO-03736,HeLa,6.23,12,5.68,1.57,2.54,94.53,4.49,57.36,0 - 25.81
EXP-ZNO-03737,CHO,63.92,48,59.39,39.4,46.53,27.83,54.77,43.15,0 - 19.42
EXP-ZNO-03738,HepG2,35.0,24,35.62,32.71,28.51,59.43,38.42,42.0,0 - 18.9
EXP-ZNO-03739,MCF-7,154.14,6,84.49,84.04,81.99,12.08,107.2,56.86,0 - 25.59
EXP-ZNO-03740,Caco-2,107.04,12,55.17,50.66,48.17,31.64,57.04,63.73,0 - 28.68
EXP-ZNO-03741,HeLa,126.3,12,64.78,55.25,50.35,25.28,66.16,57.36,0 - 25.81
EXP-ZNO-03742,HeLa,134.98,48,75.7,67.36,59.32,16.58,75.85,35.31,0 - 15.89
EXP-ZNO-03743,CHO,141.84,72,66.49,57.11,46.28,14.63,64.34,37.44,0 - 16.85
EXP-ZNO-03744,A549,14.57,12,3.38,18.13,13.99,87.81,13.91,48.43,0 - 21.79
EXP-ZNO-03745,HepG2,49.53,24,52.41,41.2,40.9,44.13,53.27,42.0,0 - 18.9
EXP-ZNO-03746,HEK293,72.68,48,50.06,43.16,31.62,36.62,44.98,47.08,0 - 21.18
EXP-ZNO-03747,NIH-3T3,161.61,12,52.82,43.16,47.53,24.45,49.55,82.85,0 - 37.28
EXP-ZNO-03748,A549,55.81,12,52.15,44.66,39.06,50.5,57.29,48.43,0 - 21.79
EXP-ZNO-03749,Jurkat,190.62,12,100.0,84.5,78.47,9.86,116.37,38.24,0 - 17.21
EXP-ZNO-03750,HepG2,85.75,6,55.18,46.16,42.44,40.31,56.88,68.23,0 - 30.7
EXP-ZNO-03751,PC12,72.31,24,64.7,60.24,52.23,32.22,73.26,40.0,0 - 18.0
EXP-ZNO-03752,Caco-2,153.39,72,67.12,64.82,65.54,15.8,71.32,34.04,0 - 15.32
EXP-ZNO-03753,HepG2,40.87,24,41.74,33.82,31.23,55.16,42.55,42.0,0 - 18.9
EXP-ZNO-03754,CHO,101.7,12,53.27,41.19,41.17,32.59,51.04,70.1,0 - 31.55
EXP-ZNO-03755,HepG2,109.81,12,62.23,60.12,50.19,27.05,68.74,53.53,0 - 24.09
EXP-ZNO-03756,Jurkat,138.43,72,100.0,88.49,90.78,5.0,122.71,20.42,0 - 9.19
EXP-ZNO-03757,HepG2,120.8,48,71.28,66.82,59.76,11.22,81.51,32.95,0 - 14.83
EXP-ZNO-03758,Caco-2,186.58,12,61.0,58.01,45.04,22.9,62.9,63.73,0 - 28.68
EXP-ZNO-03759,A549,5.48,48,12.27,11.02,9.1,90.89,12.03,29.81,0 - 13.42
EXP-ZNO-03760,HepG2,69.28,72,75.15,66.16,64.19,18.31,79.2,28.59,0 - 12.87
EXP-ZNO-03761,PC12,127.77,12,79.08,69.35,62.85,22.17,85.75,50.98,0 - 22.94
EXP-ZNO-03762,Caco-2,160.32,24,71.48,58.66,56.65,14.78,70.49,50.0,0 - 22.5
EXP-ZNO-03763,A549,31.99,48,47.47,42.37,42.97,53.11,54.89,29.81,0 - 13.42
EXP-ZNO-03764,Jurkat,17.13,48,39.35,37.85,37.71,61.65,49.89,23.54,0 - 10.59
EXP-ZNO-03765,CHO,69.53,48,57.61,43.31,38.99,31.73,52.2,43.15,0 - 19.42
EXP-ZNO-03766,MCF-7,164.28,48,97.03,89.67,83.04,5.0,116.02,27.46,0 - 12.36
EXP-ZNO-03767,HEK293,73.55,48,43.91,35.08,37.3,36.87,43.52,47.08,0 - 21.18
EXP-ZNO-03768,HeLa,49.34,6,37.21,29.81,34.94,60.72,36.79,73.1,0 - 32.9
EXP-ZNO-03769,HeLa,53.68,12,38.32,28.55,35.52,56.73,38.91,57.36,0 - 25.81
EXP-ZNO-03770,PC12,155.77,24,93.69,78.56,69.89,8.83,99.58,40.0,0 - 18.0
EXP-ZNO-03771,HeLa,104.66,12,57.13,48.23,50.52,30.3,61.09,57.36,0 - 25.81
EXP-ZNO-03772,NIH-3T3,123.54,12,36.52,28.54,37.99,38.78,38.31,82.85,0 - 37.28
EXP-ZNO-03773,MCF-7,186.18,12,95.24,88.11,77.73,6.15,113.56,44.61,0 - 20.07
EXP-ZNO-03774,Jurkat,198.98,6,95.34,90.53,80.23,13.15,114.54,48.74,0 - 21.93
EXP-ZNO-03775,A549,81.93,24,77.71,62.98,57.93,24.81,85.53,38.0,0 - 17.1
EXP-ZNO-03776,Caco-2,132.83,72,75.25,66.06,58.7,13.53,73.15,34.04,0 - 15.32
EXP-ZNO-03777,MCF-7,166.92,24,90.29,79.23,78.79,10.91,107.88,35.0,0 - 15.75
EXP-ZNO-03778,PC12,118.16,72,73.33,65.56,67.49,19.4,86.16,27.23,0 - 12.25
EXP-ZNO-03779,HepG2,51.27,24,50.31,50.27,38.32,40.72,55.64,42.0,0 - 18.9
EXP-ZNO-03780,NIH-3T3,74.15,12,30.48,27.13,30.91,53.16,30.58,82.85,0 - 37.28
EXP-ZNO-03781,CHO,177.86,72,78.33,69.52,59.6,5.91,73.87,37.44,0 - 16.85
EXP-ZNO-03782,Jurkat,32.37,72,73.51,67.42,66.03,29.11,91.21,20.42,0 - 9.19
EXP-ZNO-03783,MCF-7,131.85,6,83.28,75.51,73.91,15.88,101.41,56.86,0 - 25.59
EXP-ZNO-03784,MCF-7,139.23,12,96.95,84.87,72.16,13.48,107.76,44.61,0 - 20.07
EXP-ZNO-03785,A549,189.37,24,97.39,84.71,80.52,7.37,108.69,38.0,0 - 17.1
EXP-ZNO-03786,Caco-2,158.95,48,69.35,62.83,65.07,11.33,73.52,39.23,0 - 17.65
EXP-ZNO-03787,HepG2,157.79,6,78.41,63.52,60.26,19.94,77.99,68.23,0 - 30.7
EXP-ZNO-03788,HepG2,77.61,6,53.37,44.13,44.06,43.31,54.86,68.23,0 - 30.7
EXP-ZNO-03789,HepG2,104.59,6,58.19,55.18,50.49,27.72,66.81,68.23,0 - 30.7
EXP-ZNO-03790,A549,77.62,24,69.63,68.05,61.31,22.99,86.2,38.0,0 - 17.1
EXP-ZNO-03791,NIH-3T3,36.82,48,27.3,22.93,20.68,62.48,24.61,51.0,0 - 22.95
EXP-ZNO-03792,HEK293,27.25,72,24.62,19.44,17.14,64.11,24.1,40.85,0 - 18.38
EXP-ZNO-03793,HEK293,0.97,48,1.94,0.07,4.63,96.81,2.28,47.08,0 - 21.18
EXP-ZNO-03794,Caco-2,143.38,48,72.89,65.42,55.04,13.7,72.01,39.23,0 - 17.65
EXP-ZNO-03795,Caco-2,30.86,12,20.85,13.17,19.48,74.97,20.5,63.73,0 - 28.68
EXP-ZNO-03796,NIH-3T3,101.54,6,32.96,29.93,28.24,52.04,31.44,105.59,0 - 47.52
EXP-ZNO-03797,CHO,35.62,72,36.33,36.07,32.61,49.0,38.76,37.44,0 - 16.85
EXP-ZNO-03798,NIH-3T3,154.71,24,50.41,45.12,47.96,19.34,51.5,65.0,0 - 29.25
EXP-ZNO-03799,A549,133.63,72,94.91,89.7,78.94,5.0,110.13,25.87,0 - 11.64
EXP-ZNO-03800,A549,89.27,72,86.98,73.26,69.98,15.13,97.58,25.87,0 - 11.64
EXP-ZNO-03801,NIH-3T3,184.18,6,49.04,40.77,38.54,27.36,46.42,105.59,0 - 47.52
EXP-ZNO-03802,MCF-7,115.41,6,79.54,66.97,70.45,25.61,92.14,56.86,0 - 25.59
EXP-ZNO-03803,A549,150.15,48,85.23,85.47,77.87,7.94,105.09,29.81,0 - 13.42
EXP-ZNO-03804,Jurkat,100.83,24,99.01,90.23,85.61,7.46,120.18,30.0,0 - 13.5
EXP-ZNO-03805,HEK293,187.92,12,56.58,42.53,51.66,19.93,55.66,76.47,0 - 34.41
EXP-ZNO-03806,MCF-7,16.07,24,28.96,24.94,26.56,74.14,33.06,35.0,0 - 15.75
EXP-ZNO-03807,NIH-3T3,163.05,72,65.27,55.13,48.68,7.97,59.71,44.25,0 - 19.91
EXP-ZNO-03808,PC12,60.35,6,44.01,36.08,32.25,59.7,45.08,64.98,0 - 29.24
EXP-ZNO-03809,Caco-2,78.58,72,66.52,61.0,57.24,13.42,70.61,34.04,0 - 15.32
EXP-ZNO-03810,PC12,89.62,24,77.97,68.52,63.98,19.56,87.04,40.0,0 - 18.0
EXP-ZNO-03811,Caco-2,78.7,12,41.05,38.82,30.63,46.37,43.17,63.73,0 - 28.68
EXP-ZNO-03812,HEK293,123.09,48,57.38,52.77,46.98,17.93,57.35,47.08,0 - 21.18
EXP-ZNO-03813,HepG2,114.68,12,68.95,55.26,56.17,22.39,72.77,53.53,0 - 24.09
EXP-ZNO-03814,MCF-7,88.15,12,78.35,71.25,62.91,23.75,92.4,44.61,0 - 20.07
EXP-ZNO-03815,Caco-2,46.03,24,40.35,33.06,30.49,50.62,40.18,50.0,0 - 22.5
EXP-ZNO-03816,NIH-3T3,156.04,12,49.5,44.66,42.21,26.43,47.77,82.85,0 - 37.28
EXP-ZNO-03817,A549,18.94,72,40.26,38.43,32.76,60.06,46.44,25.87,0 - 11.64
EXP-ZNO-03818,NIH-3T3,9.98,24,5.15,6.03,1.41,94.12,4.07,65.0,0 - 29.25
EXP-ZNO-03819,MCF-7,65.43,24,83.83,78.78,69.31,18.62,99.59,35.0,0 - 15.75
EXP-ZNO-03820,A549,3.18,24,0.42,2.6,0.0,100.0,0.57,38.0,0 - 17.1
EXP-ZNO-03821,NIH-3T3,165.47,24,56.24,45.23,38.94,20.43,50.93,65.0,0 - 29.25
EXP-ZNO-03822,NIH-3T3,48.26,48,32.34,31.63,22.14,47.35,32.69,51.0,0 - 22.95
EXP-ZNO-03823,HEK293,128.68,6,48.7,39.81,40.01,31.71,47.48,97.47,0 - 43.86
EXP-ZNO-03824,NIH-3T3,63.52,48,35.83,33.12,29.64,37.57,38.24,51.0,0 - 22.95
EXP-ZNO-03825,CHO,49.49,72,44.92,41.79,39.36,37.67,47.09,37.44,0 - 16.85
EXP-ZNO-03826,A549,175.58,12,86.9,71.82,75.57,14.68,98.58,48.43,0 - 21.79
EXP-ZNO-03827,Caco-2,97.25,6,43.44,45.83,44.4,38.41,50.37,81.23,0 - 36.55
EXP-ZNO-03828,Jurkat,6.93,12,15.63,13.68,4.21,90.99,13.41,38.24,0 - 17.21
EXP-ZNO-03829,PC12,55.33,12,57.43,43.42,42.99,51.36,56.08,50.98,0 - 22.94
EXP-ZNO-03830,PC12,98.66,12,82.66,73.66,63.26,21.96,87.5,50.98,0 - 22.94
EXP-ZNO-03831,PC12,30.04,24,34.43,25.16,25.53,66.03,36.2,40.0,0 - 18.0
EXP-ZNO-03832,Caco-2,79.81,6,32.22,36.13,32.3,52.73,38.33,81.23,0 - 36.55
EXP-ZNO-03833,A549,11.35,12,2.84,1.57,2.58,95.12,4.36,48.43,0 - 21.79
EXP-ZNO-03834,MCF-7,45.82,6,38.05,31.41,34.85,60.61,46.55,56.86,0 - 25.59
EXP-ZNO-03835,A549,56.71,12,55.67,49.08,38.74,47.27,60.81,48.43,0 - 21.79
EXP-ZNO-03836,Jurkat,14.16,12,19.71,10.04,12.84,84.12,19.91,38.24,0 - 17.21
EXP-ZNO-03837,HepG2,170.32,12,69.04,68.33,58.09,16.37,78.32,53.53,0 - 24.09
EXP-ZNO-03838,HeLa,21.42,24,11.22,15.07,12.72,81.03,15.9,45.0,0 - 20.25
EXP-ZNO-03839,HeLa,4.55,72,0.0,5.5,3.91,98.9,1.96,30.64,0 - 13.79
EXP-ZNO-03840,CHO,91.4,72,55.37,52.05,48.49,22.78,58.29,37.44,0 - 16.85
EXP-ZNO-03841,CHO,8.51,48,3.31,0.16,9.64,91.38,5.8,43.15,0 - 19.42
EXP-ZNO-03842,CHO,125.5,48,68.01,57.65,57.89,12.35,67.28,43.15,0 - 19.42
EXP-ZNO-03843,HepG2,84.38,6,52.68,49.25,47.29,34.49,60.66,68.23,0 - 30.7
EXP-ZNO-03844,HepG2,87.33,24,63.52,58.96,57.99,25.2,71.03,42.0,0 - 18.9
EXP-ZNO-03845,MCF-7,171.68,24,100.0,82.05,80.2,7.12,113.47,35.0,0 - 15.75
EXP-ZNO-03846,PC12,177.51,48,91.8,85.13,77.43,5.0,103.78,31.38,0 - 14.12
EXP-ZNO-03847,CHO,23.44,72,12.0,16.95,17.21,75.02,18.01,37.44,0 - 16.85
EXP-ZNO-03848,Caco-2,158.49,24,68.94,65.5,63.09,9.6,74.36,50.0,0 - 22.5
EXP-ZNO-03849,PC12,195.15,48,87.57,85.57,82.09,5.0,103.69,31.38,0 - 14.12
EXP-ZNO-03850,MCF-7,82.09,12,77.74,68.61,65.24,26.62,90.39,44.61,0 - 20.07
EXP-ZNO-03851,HepG2,23.82,12,30.75,28.13,18.57,72.32,28.34,53.53,0 - 24.09
EXP-ZNO-03852,HEK293,114.57,6,49.78,33.45,42.73,39.69,43.81,97.47,0 - 43.86
EXP-ZNO-03853,CHO,131.7,48,61.23,59.22,52.57,18.17,62.94,43.15,0 - 19.42
EXP-ZNO-03854,A549,35.13,24,50.74,39.48,45.33,50.08,57.4,38.0,0 - 17.1
EXP-ZNO-03855,HEK293,49.76,6,19.87,17.32,17.92,73.85,18.98,97.47,0 - 43.86
EXP-ZNO-03856,NIH-3T3,7.7,12,0.53,2.45,1.03,93.43,3.13,82.85,0 - 37.28
EXP-ZNO-03857,A549,173.33,12,90.22,79.89,65.51,14.59,99.07,48.43,0 - 21.79
EXP-ZNO-03858,Jurkat,136.03,24,100.0,90.25,83.89,9.03,119.09,30.0,0 - 13.5
EXP-ZNO-03859,PC12,29.97,72,50.3,39.67,33.54,53.08,51.18,27.23,0 - 12.25
EXP-ZNO-03860,HEK293,30.46,6,11.47,4.73,7.51,93.56,6.25,97.47,0 - 43.86
EXP-ZNO-03861,HEK293,18.79,24,17.43,11.11,12.52,82.8,13.29,60.0,0 - 27.0
EXP-ZNO-03862,HEK293,68.32,12,29.6,27.07,24.42,55.24,30.62,76.47,0 - 34.41
EXP-ZNO-03863,Jurkat,35.31,72,65.99,62.96,55.61,33.02,83.82,20.42,0 - 9.19
EXP-ZNO-03864,Caco-2,162.32,48,73.52,70.25,58.81,10.55,74.85,39.23,0 - 17.65
EXP-ZNO-03865,Caco-2,98.99,72,61.48,66.65,58.56,13.02,70.84,34.04,0 - 15.32
EXP-ZNO-03866,Caco-2,12.59,24,11.44,8.37,3.82,91.43,7.98,50.0,0 - 22.5
EXP-ZNO-03867,PC12,175.45,72,90.78,75.23,72.58,7.92,99.32,27.23,0 - 12.25
EXP-ZNO-03868,CHO,161.69,24,65.12,53.53,49.13,20.09,61.54,55.0,0 - 24.75
EXP-ZNO-03869,HepG2,71.3,72,69.08,58.3,46.49,22.85,71.51,28.59,0 - 12.87
EXP-ZNO-03870,HeLa,168.75,72,82.02,71.59,64.66,6.94,83.37,30.64,0 - 13.79
EXP-ZNO-03871,HeLa,47.42,12,34.89,29.29,33.08,56.98,37.84,57.36,0 - 25.81
EXP-ZNO-03872,NIH-3T3,39.09,48,22.95,26.04,23.45,61.0,25.21,51.0,0 - 22.95
EXP-ZNO-03873,HeLa,136.28,24,67.6,63.86,62.41,14.67,75.13,45.0,0 - 20.25
EXP-ZNO-03874,Caco-2,17.35,6,11.36,0.41,3.35,94.22,5.44,81.23,0 - 36.55
EXP-ZNO-03875,HepG2,163.73,6,62.35,62.61,56.46,22.15,72.72,68.23,0 - 30.7
EXP-ZNO-03876,PC12,158.6,72,86.73,82.31,78.47,5.0,102.31,27.23,0 - 12.25
EXP-ZNO-03877,Caco-2,1.86,6,0.0,2.4,1.9,96.12,2.46,81.23,0 - 36.55
EXP-ZNO-03878,NIH-3T3,105.73,48,56.43,50.43,50.04,15.33,54.95,51.0,0 - 22.95
EXP-ZNO-03879,PC12,14.0,24,14.76,11.25,7.44,89.73,12.52,40.0,0 - 18.0
EXP-ZNO-03880,A549,52.14,6,47.32,35.62,41.11,54.76,52.31,61.73,0 - 27.78
EXP-ZNO-03881,HEK293,9.66,48,5.47,7.15,4.94,87.1,7.95,47.08,0 - 21.18
EXP-ZNO-03882,HeLa,180.23,24,77.11,60.23,55.89,18.22,73.73,45.0,0 - 20.25
EXP-ZNO-03883,HEK293,136.65,48,65.01,55.64,58.07,12.38,62.79,47.08,0 - 21.18
EXP-ZNO-03884,CHO,21.54,24,14.85,12.52,11.57,80.81,14.56,55.0,0 - 24.75
EXP-ZNO-03885,Caco-2,180.99,24,68.03,62.15,64.32,8.44,74.44,50.0,0 - 22.5
EXP-ZNO-03886,MCF-7,114.4,72,100.0,85.87,90.97,8.18,115.54,23.83,0 - 10.72
EXP-ZNO-03887,Jurkat,85.73,72,98.1,84.75,79.35,14.13,113.32,20.42,0 - 9.19
EXP-ZNO-03888,HEK293,37.87,12,13.44,11.41,13.13,80.01,13.91,76.47,0 - 34.41
EXP-ZNO-03889,A549,125.54,12,76.62,66.92,68.61,21.19,90.07,48.43,0 - 21.79
EXP-ZNO-03890,MCF-7,40.32,6,35.66,34.12,31.5,62.52,44.64,56.86,0 - 25.59
EXP-ZNO-03891,A549,45.07,6,32.02,29.82,27.37,66.3,38.2,61.73,0 - 27.78
EXP-ZNO-03892,Jurkat,48.59,48,85.11,79.8,68.64,24.88,99.9,23.54,0 - 10.59
EXP-ZNO-03893,A549,100.8,24,88.12,80.23,74.88,15.97,99.49,38.0,0 - 17.1
EXP-ZNO-03894,PC12,86.52,6,67.0,55.97,50.93,37.6,69.73,64.98,0 - 29.24
EXP-ZNO-03895,MCF-7,93.1,6,61.55,55.35,59.83,34.94,77.65,56.86,0 - 25.59
EXP-ZNO-03896,CHO,167.47,72,83.24,69.97,59.77,6.58,74.54,37.44,0 - 16.85
EXP-ZNO-03897,HepG2,160.44,12,86.87,75.4,68.69,9.21,88.6,53.53,0 - 24.09
EXP-ZNO-03898,HeLa,146.57,12,74.32,67.21,61.71,15.94,76.23,57.36,0 - 25.81
EXP-ZNO-03899,Jurkat,172.82,12,96.43,81.85,85.82,11.08,115.57,38.24,0 - 17.21
EXP-ZNO-03900,HepG2,3.01,48,2.76,1.37,0.0,95.04,3.4,32.95,0 - 14.83
EXP-ZNO-03901,HEK293,51.31,48,45.18,31.32,33.1,48.6,37.74,47.08,0 - 21.18
EXP-ZNO-03902,PC12,190.38,24,87.32,89.1,74.96,5.0,103.01,40.0,0 - 18.0
EXP-ZNO-03903,Caco-2,91.51,12,49.62,48.75,38.9,34.37,53.09,63.73,0 - 28.68
EXP-ZNO-03904,A549,107.61,6,79.86,70.64,59.26,29.78,84.68,61.73,0 - 27.78
EXP-ZNO-03905,MCF-7,87.16,12,89.97,81.35,73.25,13.63,105.46,44.61,0 - 20.07
EXP-ZNO-03906,HEK293,170.45,12,61.26,51.49,40.46,20.1,56.1,76.47,0 - 34.41
EXP-ZNO-03907,A549,86.88,24,81.9,72.64,74.71,17.79,95.51,38.0,0 - 17.1
EXP-ZNO-03908,HepG2,142.05,48,67.01,64.72,61.22,14.42,78.84,32.95,0 - 14.83
EXP-ZNO-03909,CHO,188.4,72,77.72,62.69,56.16,5.0,72.78,37.44,0 - 16.85
EXP-ZNO-03910,CHO,164.24,48,76.86,61.3,52.32,8.8,70.21,43.15,0 - 19.42
EXP-ZNO-03911,HepG2,19.59,12,13.94,15.67,10.94,84.05,15.49,53.53,0 - 24.09
EXP-ZNO-03912,Caco-2,42.41,24,32.19,24.63,30.4,57.23,34.27,50.0,0 - 22.5
EXP-ZNO-03913,MCF-7,183.73,24,88.39,88.99,76.27,11.36,108.48,35.0,0 - 15.75
EXP-ZNO-03914,HepG2,90.61,24,65.17,63.95,55.72,19.91,74.58,42.0,0 - 18.9
EXP-ZNO-03915,HeLa,30.37,48,39.19,36.79,33.36,51.72,42.5,35.31,0 - 15.89
EXP-ZNO-03916,CHO,45.74,12,29.62,24.38,23.39,60.41,29.6,70.1,0 - 31.55
EXP-ZNO-03917,PC12,28.84,72,54.4,43.48,40.42,43.42,59.52,27.23,0 - 12.25
EXP-ZNO-03918,CHO,42.44,6,16.57,19.59,9.93,78.25,16.76,89.35,0 - 40.21
EXP-ZNO-03919,HeLa,142.53,12,64.71,56.29,56.28,22.44,68.61,57.36,0 - 25.81
EXP-ZNO-03920,Jurkat,56.08,72,92.33,84.87,76.61,19.63,107.73,20.42,0 - 9.19
EXP-ZNO-03921,Jurkat,171.31,48,100.0,89.34,79.65,8.48,118.44,23.54,0 - 10.59
EXP-ZNO-03922,A549,179.7,12,100.0,88.43,76.61,5.58,110.36,48.43,0 - 21.79
EXP-ZNO-03923,MCF-7,143.31,12,88.5,78.71,77.39,18.37,102.41,44.61,0 - 20.07
EXP-ZNO-03924,PC12,156.65,72,88.43,81.62,73.94,5.36,101.59,27.23,0 - 12.25
EXP-ZNO-03925,Jurkat,25.54,24,54.18,41.53,39.69,50.14,62.33,30.0,0 - 13.5
EXP-ZNO-03926,Jurkat,61.56,6,62.65,59.22,54.77,35.57,80.4,48.74,0 - 21.93
EXP-ZNO-03927,A549,59.77,72,79.05,73.98,63.45,23.17,89.81,25.87,0 - 11.64
EXP-ZNO-03928,HeLa,191.67,24,77.12,75.8,70.71,5.0,84.9,45.0,0 - 20.25
EXP-ZNO-03929,NIH-3T3,97.57,72,49.04,33.7,42.12,28.21,45.66,44.25,0 - 19.91
EXP-ZNO-03930,A549,127.15,6,74.25,71.13,62.33,26.04,86.22,61.73,0 - 27.78
EXP-ZNO-03931,MCF-7,129.52,12,84.86,69.08,69.12,22.24,95.73,44.61,0 - 20.07
EXP-ZNO-03932,HEK293,189.33,24,61.19,52.45,44.96,17.73,57.79,60.0,0 - 27.0
EXP-ZNO-03933,Jurkat,78.87,6,79.36,67.23,57.52,30.19,90.34,48.74,0 - 21.93
EXP-ZNO-03934,NIH-3T3,167.64,12,50.32,53.02,47.07,22.39,51.11,82.85,0 - 37.28
EXP-ZNO-03935,Jurkat,38.35,12,56.74,49.5,43.51,47.05,67.31,38.24,0 - 17.21
EXP-ZNO-03936,HeLa,107.52,24,64.95,66.08,59.11,16.68,73.43,45.0,0 - 20.25
EXP-ZNO-03937,HeLa,85.58,6,47.11,39.85,32.0,47.95,46.22,73.1,0 - 32.9
EXP-ZNO-03938,MCF-7,180.6,24,96.17,84.92,80.59,5.24,114.3,35.0,0 - 15.75
EXP-ZNO-03939,Jurkat,7.72,48,13.79,9.1,5.41,90.84,12.37,23.54,0 - 10.59
EXP-ZNO-03940,HepG2,101.07,12,67.46,54.5,55.91,25.32,70.76,53.53,0 - 24.09
EXP-ZNO-03941,CHO,67.32,48,59.7,45.07,48.65,29.29,55.22,43.15,0 - 19.42
EXP-ZNO-03942,HeLa,71.2,12,50.24,40.91,40.19,43.77,50.33,57.36,0 - 25.81
EXP-ZNO-03943,HeLa,149.18,48,74.79,72.61,65.22,9.38,80.94,35.31,0 - 15.89
EXP-ZNO-03944,Jurkat,187.87,48,100.0,99.91,88.43,5.0,124.48,23.54,0 - 10.59
EXP-ZNO-03945,CHO,37.82,24,19.51,30.55,24.99,61.84,28.18,55.0,0 - 24.75
EXP-ZNO-03946,HepG2,9.62,48,9.39,10.02,10.26,91.62,9.57,32.95,0 - 14.83
EXP-ZNO-03947,HepG2,99.17,12,57.56,54.2,58.29,30.9,66.08,53.53,0 - 24.09
EXP-ZNO-03948,Jurkat,103.21,48,100.0,93.77,83.14,7.52,120.61,23.54,0 - 10.59
EXP-ZNO-03949,HeLa,2.0,72,4.69,4.53,6.13,95.74,4.67,30.64,0 - 13.79
EXP-ZNO-03950,CHO,18.83,6,12.68,2.61,9.93,94.31,6.54,89.35,0 - 40.21
